EventID,T1d,T2d,T3d,T4d,T5d,T6d,T7d,T8d,T9d,T10d
INDOFLOODS-gauge-1020-2,29.21781645,58.75475517,144.22449540000005,178.3635403,206.6630482,233.5953947,250.3161934,267.0729726,284.6429871,295.919363
INDOFLOODS-gauge-1020-3,29.89191644,64.37403433,82.41567208,91.93495559,113.0722212,153.92986430000005,184.8554814,214.0732978,243.6102366,329.0799768
INDOFLOODS-gauge-1042-1,54.12730115,103.4277995,173.7975332,216.7368965,250.4820806,270.5298245,281.8167606,334.3925768000001,372.4448607,406.2736632
INDOFLOODS-gauge-1042-2,1.293301568,3.879884019,5.845267656,7.551421585,20.13824181,44.6961486,69.6868506,72.30963994,73.02314054,74.34251284
INDOFLOODS-gauge-1050-1,6.191371217,8.083282486,13.50536672,15.68791518,17.88137407,22.27002082,24.46635566,26.00419679,30.19618896,36.2915946
INDOFLOODS-gauge-1050-2,5.148529282,10.23039601,15.58538379,21.90746654,25.47431243,31.66568364,33.55759491,38.97967914,41.16222761,43.35568649
INDOFLOODS-gauge-1050-3,8.2431255,16.089933300000002,22.89878347,40.86049515,45.68131179,50.82984108,55.91170781,61.26669559,67.58877833,71.15562422
INDOFLOODS-gauge-1050-4,15.85861168,36.6341018,50.49436758,55.03943228,63.88703541,79.77751062,94.77237987,108.0791765,122.3151926,147.255028
INDOFLOODS-gauge-1050-5,19.81385787,41.6248902,57.48350188,78.25899199,92.11925778,96.66432248,105.5119256,121.4024008,136.3972701,149.7040667
INDOFLOODS-gauge-1050-6,21.57490183,34.93362955,40.34045672,45.44565832,49.52991214,56.66930379,61.59682420000001,68.83555658,84.48787388,129.2831113
INDOFLOODS-gauge-1050-7,15.53362231,27.28722221,34.99490001,38.78447658,55.08262996,81.41831938,102.9932212,116.3519489,121.7587761,126.8639777
INDOFLOODS-gauge-1050-8,17.505311600000002,32.11978333,49.08952213,64.62314445,76.37674435,84.08442215,87.87399871,104.1721521,130.5078415,152.08274330000003
INDOFLOODS-gauge-1050-9,34.77434044,65.8555208,83.36083241,97.97530413,114.9450429,130.4786653,142.23226509999995,149.9399429,153.7295195,170.0276729
INDOFLOODS-gauge-1050-10,11.80393036,30.20290087,48.96836981,71.06220091,133.8984931,178.0094779,206.055622,240.8299625,271.91114280000005,289.4164544
INDOFLOODS-gauge-1050-11,4.29920473,7.83024345,15.29464302,18.24333401,23.21949042,26.76522231,35.41660074,42.64730553,47.20155121,55.19811298
INDOFLOODS-gauge-1050-12,32.3746772,44.71233588,56.59191071,59.42110248,63.72030721,67.25134593,74.7157455,77.66443649,82.6405929,86.18632479
INDOFLOODS-gauge-1050-13,9.872026826,30.79181502,63.16649222,75.50415090000001,87.38372573,90.2129175,94.51212223,98.04316095,105.5075605,108.4562515
INDOFLOODS-gauge-1050-14,22.37373902,57.16817215,90.66666738,105.2390283,109.1924701,112.50932790000002,114.1031132,116.9897807,119.5146894,122.0586394
INDOFLOODS-gauge-1050-15,28.69066125,53.57894988,75.95268890000001,110.747122,144.24561730000005,158.8179782,162.77142,166.0882778,167.682063,170.56873059999995
INDOFLOODS-gauge-1050-16,16.9348629,25.33473271,54.02539395,78.91368259,101.2874216,136.08185469999998,169.58035,184.1527109,188.1061527,191.4230105
INDOFLOODS-gauge-1050-17,9.22362988,15.63679649,25.79424352,42.72910642,51.12897623,79.81963748,104.7079261,127.08166509999998,161.8760983,195.3745935
INDOFLOODS-gauge-1050-18,4.584199135,5.579258169,6.6670972210000015,6.733822197,7.39936314,7.882144267999999,12.04294205,18.44744164,27.11117272,36.3348026
INDOFLOODS-gauge-1050-19,13.0705932,29.47244941,38.23631612,66.77115965,81.96867037,87.20172102,90.25145185,95.08712034,115.6709136,148.26663190000005
INDOFLOODS-gauge-1050-20,15.60091844,46.23652652,97.56493233,110.6355255,127.0373817,135.8012485,164.33609199999995,179.5336027,184.7666534,187.8163842
INDOFLOODS-gauge-1050-21,30.54412805,69.70215294,80.96168829999998,120.7508602,127.2791777,130.1996689,132.5517179,135.5341095,139.6490985,147.6770194
INDOFLOODS-gauge-1050-22,4.351160832,11.32802779,13.95171154,16.21203813,18.28190611,19.71428306,26.07678517,44.00488362,54.91011061,64.13070506
INDOFLOODS-gauge-1050-23,28.89989886,58.0437329,85.33888042,99.75684145,105.1487032,111.3384085,114.0972278,115.7626015,124.0810431,138.33772050000002
INDOFLOODS-gauge-1050-24,30.70052274,85.07671855,113.9766174,143.1204514,170.415599,184.83356,190.2254218,196.415127,199.1739464,200.83932
INDOFLOODS-gauge-1050-25,18.72541302,30.89137012,44.85119116,54.11187971,58.43306207,66.04054756,69.58728783,79.33981702,95.7914229,121.4999371
INDOFLOODS-gauge-1050-26,33.01119363,84.62642292,110.1413301,126.1446057,141.660989,156.1309773,165.36208630000004,182.91888280000003,219.317798,235.9255444
INDOFLOODS-gauge-1050-27,47.99761761,87.5080925,112.2725772,139.6889848,167.6796945,219.9053851,239.9938576,262.8333448,267.7154038,280.6248747
INDOFLOODS-gauge-1050-28,44.52032293,86.08512601,95.73458074,109.5627495,116.0214433,127.3371435,134.719318,142.0070021,173.83871580000005,204.3303457
INDOFLOODS-gauge-1050-29,43.60186183,66.8461046,80.77373548,92.2701765,99.5344312,102.6890369,114.4970612,142.7299012,156.32478319999996,161.0026946
INDOFLOODS-gauge-1050-30,19.84087914,38.04103424,41.74108339,43.80399239,44.47864831,47.00836877,48.32279842,50.50467198,52.24791371,56.20389485
INDOFLOODS-gauge-1050-31,45.7094674,79.4479176,91.25538963,96.77853546,111.7113497,123.6132342,136.38119519999998,163.8836119,184.0238656,201.6138158
INDOFLOODS-gauge-1050-32,35.33769749,64.63910314,110.3485705,144.08702069999995,155.8944928,161.4176386,176.35045280000003,188.2523373,201.0202983,228.522715
INDOFLOODS-gauge-1050-33,22.55201335,35.29689768,64.36679518,80.26890822,101.4834846,123.7018552,128.1362537,130.2563872,132.8900906,137.9900924
INDOFLOODS-gauge-1050-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1050-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1050-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1050-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1050-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1050-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1050-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1050-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1056-1,0.011300292,0.106277229,0.28572092600000004,4.354985197,11.85931847,12.4160395,12.60164869,13.18567155,17.2160264,32.67175289
INDOFLOODS-gauge-1056-2,26.36711392,65.58881366,112.5174907,130.68805890000002,161.2975722,191.5105748,204.6938876,209.2411782,216.2035963,241.2440547
INDOFLOODS-gauge-1056-3,80.96916707,134.6402274,163.20861440000004,215.6003738,238.6313732,254.91309640000003,273.12901780000004,278.93873460000003,284.0783138000001,287.5999382
INDOFLOODS-gauge-1056-4,14.22350751,19.20392699,26.90616279,41.49165262,43.8578348,44.49401256,44.55537663,46.40082396,46.83925852,46.87541883
INDOFLOODS-gauge-1056-5,37.22508067,49.01604274,62.94835656,77.17186406,82.15228355,89.85451935,104.4400092,106.80619140000002,107.4423691,107.5037332
INDOFLOODS-gauge-1056-6,16.43574856,18.44417231,19.50583302,23.57197107,24.87279637,24.98552593,25.02613921,25.09456209,25.18010313,27.75287765
INDOFLOODS-gauge-1056-7,9.007590202000001,15.68452012,24.60801161,40.94637286,64.37737926,80.81312782,82.82155157,83.88321227,87.94935032,89.25017562
INDOFLOODS-gauge-1056-8,25.98198234,38.72283292,61.64274124,73.30485359,78.07962909999998,87.08721931,93.76414922,102.6876407,119.026002,142.4570084
INDOFLOODS-gauge-1056-9,36.11112158,52.20809307,67.93067733,84.67553532,108.58450220000002,134.5664845,147.3073351,170.22724340000005,181.88935580000003,186.6641313
INDOFLOODS-gauge-1056-10,7.509540955,11.1641674,14.99289127,19.4868169,29.01819903,35.64360855,71.75473013,87.85170162,103.5742859,120.3191439
INDOFLOODS-gauge-1056-11,6.187178897999999,19.87780562,36.27234794,47.91693842,51.97691221,59.48645316,63.14107961,66.96980348,71.4637291,80.99511124
INDOFLOODS-gauge-1056-12,11.22088256,16.02217408,26.66116582,53.54009599,73.55884309,93.7192876,109.2049408,116.3323373,132.0586587,142.0860837
INDOFLOODS-gauge-1056-13,19.59680662,21.91099123,22.49906328,23.61399841,24.3454461,25.56304174,25.88923224,28.23252892,31.62700734,39.07864536
INDOFLOODS-gauge-1056-14,17.84920007,26.12823304,71.99886899,102.3086115,135.94755959999998,155.54436619999996,157.85855080000005,158.4466229,159.56155800000005,160.29300569999995
INDOFLOODS-gauge-1056-15,22.79433931,47.40602275,64.27432788,85.03226737,94.61954395,103.0013841,108.0194578,126.0741745,143.92337460000005,152.2024076
INDOFLOODS-gauge-1056-16,0.884395543,2.241724251,6.258674423,12.49362727,18.19190855,18.22809745,18.59606663,18.94486194,19.16412872,21.01052232
INDOFLOODS-gauge-1056-17,5.486138342,5.832652286,10.10042398,26.03905404,38.61443948,39.49883502,40.85616373,44.8731139,51.10806675,56.80634803
INDOFLOODS-gauge-1056-18,19.88844154,23.593278100000006,24.39136992,24.77633482,30.58071111,36.23061378,52.5716404,93.27920167,142.41726459999995,149.21937219999995
INDOFLOODS-gauge-1059-1,13.53359423,33.17247368,60.7487098,67.05066288,77.90136758,86.62980073,99.6305202,112.9346425,119.5731353,123.529517
INDOFLOODS-gauge-1059-2,17.83923997,24.47292401,27.74821562,34.31647083,56.46221118,70.30382488,77.49990431,95.4684921,105.5968522,112.9469528
INDOFLOODS-gauge-1059-3,27.51948861,38.3100773,48.7657139,66.54253975,94.45225992,127.8249029,153.96582969999997,184.5248621,198.9793486,210.399046
INDOFLOODS-gauge-1059-4,28.77829262,48.51157376,65.91843529,97.10348063,128.7256086,142.45929080000005,152.2157938,161.7963452,175.553425,260.1219195
INDOFLOODS-gauge-1059-5,30.10557345,99.18839587,124.6579248,140.0730354,161.38043380000005,190.1587264,209.8920076,227.2988691,258.4839144,290.1060424
INDOFLOODS-gauge-1059-6,31.77914192,57.4721221,76.98548013,95.54807624,103.8583346,131.0565373,144.3049189,174.4104924,243.4933148,268.9628437
INDOFLOODS-gauge-1059-7,19.47712748,37.14714197,55.75442637,79.94310513,105.6880506,125.5862002,144.7937333,176.5728752,202.2658554,221.7792134
INDOFLOODS-gauge-1059-8,12.53934199,18.57168254,30.2167408,41.98061988,46.16645657,57.85263048,70.55605119,81.7473179,96.43331876,108.5467059
INDOFLOODS-gauge-1059-9,40.77919568,66.41495256,106.5188132,144.14766269999996,174.6411619,207.1738794,222.8994331,235.4387751,241.4711157,253.1161739
INDOFLOODS-gauge-1059-10,26.25848099,45.60901574,83.65926928,144.524449,173.9969174,213.9563605,261.0694204,301.8486161,327.484373,367.5882337
INDOFLOODS-gauge-1059-11,6.286678276,11.55050902,31.20619195,57.95242497,70.46955128,86.27193716,102.03937890000002,115.7222045,124.7172955,133.4085969
INDOFLOODS-gauge-1059-12,16.59353178,35.4638645,58.26908981,82.53408564,100.5148988,106.8015771,112.0654079,131.7210908,158.4673238,170.9844501
INDOFLOODS-gauge-1059-13,25.98994562,41.8260098,53.2105985,61.81207866,76.99775914,94.79238109,126.296643,140.13658859999998,148.9803382,156.5040651
INDOFLOODS-gauge-1059-14,43.74462112,66.21722813,96.43327117,124.4981552,139.0399726,174.06412769999997,200.0540734,215.8901375,227.2747262,235.87620640000003
INDOFLOODS-gauge-1059-15,28.66903724,40.40968018,55.20263796,74.60312524,90.96614841,101.0232287,121.151811,138.5903969,160.1947127,191.1239945
INDOFLOODS-gauge-1059-16,22.9174421,47.69678842,60.99830237,74.64994928,89.64132701,109.4180949,125.15107009999998,136.75846059999998,189.6661986,227.0714516
INDOFLOODS-gauge-1059-17,28.08025084,61.87154413,86.50520206,110.2877665,125.9919885,148.90943059999995,173.68877690000005,186.9902908,200.6419378,215.6333155
INDOFLOODS-gauge-1059-18,12.1129106,29.29498699,49.5817624,82.04298370000002,139.5749947,170.5297286,194.6025596,223.0644472,251.144698,284.9359913
INDOFLOODS-gauge-1059-19,25.48534154,41.59486944,52.08796586,65.39390196,77.50681255,94.68888895,114.9756644,147.43688569999995,204.9688967,235.92363050000003
INDOFLOODS-gauge-1059-20,11.01680278,18.32576654,22.80890156,29.23238849,37.42826429,44.69294792,62.07080544,81.53697581,86.18020572,97.64196952
INDOFLOODS-gauge-1059-21,37.17826026,56.53043554,67.54723832,74.85620208,79.3393371,85.76282403,93.95869983,101.2233835,118.601241,138.0674114
INDOFLOODS-gauge-1059-22,24.25354442,40.35269317,49.65761602,58.85096036,65.81209993,80.97669003,114.7748621,151.9531224,171.30529769999995,182.3221004
INDOFLOODS-gauge-1059-23,14.24054137,23.48341102,24.73403409,26.56776121,86.68599529,133.2034139,170.05447969999997,179.06744419999995,181.6510118,185.52115780000003
INDOFLOODS-gauge-1059-24,25.79144035,44.01599661,56.69845472,70.89831644,98.89777238,110.6590493,128.5199128,149.5196995,161.18930980000005,166.2448861
INDOFLOODS-gauge-1059-25,8.966979457,27.38130581,48.64273391,72.14707039,106.807681,140.5765131,166.3679534,184.5925097,197.2749678,211.4748295
INDOFLOODS-gauge-1059-26,17.61085915,33.10731358,42.07429304,60.48861939,81.75004749,105.254384,139.9149946,173.68382659999997,199.475267,217.6998232
INDOFLOODS-gauge-1059-27,19.74367012,26.91511583,41.94292942,63.85514484,73.89760179999998,85.56240226,106.2744044,147.47802439999995,166.93471540000004,208.7671132
INDOFLOODS-gauge-1059-28,16.97255991,43.41001249,76.12548723,95.86915736,103.0406031,118.0684167,139.9806321,150.023089,161.6878895,182.3998917
INDOFLOODS-gauge-1059-29,8.698963391,14.45243033,20.2317027,40.00520022,56.97776013,83.41521271,116.1306875,135.8743576,143.04580330000005,158.0736169
INDOFLOODS-gauge-1059-30,10.76825052,19.54480518,28.24376858,33.99723551,39.77650789,59.55000541,76.52256532,102.9600179,135.67549259999998,155.4191628
INDOFLOODS-gauge-1059-31,34.91750633,52.56349976,64.27890969,81.87497148,106.5876172,142.15905039999996,162.5228157,172.2028871,181.1845149,194.3564573
INDOFLOODS-gauge-1059-32,28.80488606,39.10260625,75.84344956,91.81065925,126.7281656,144.37415900000005,156.0895689,173.6856307,198.3982764,233.9697097
INDOFLOODS-gauge-1059-33,15.53143012,36.01931858,58.02944892,80.86069863,86.81602117,90.90880985,96.21801736,117.36308490000002,133.388972,140.9098729
INDOFLOODS-gauge-1059-34,32.31399874,57.02782096,73.56659976,79.66973111,95.16664756,110.6980777,131.18596609999997,153.1960965,176.02734619999995,181.9826687
INDOFLOODS-gauge-1059-35,20.89307958,47.86372264,80.17772138,104.8915436,121.43032240000002,127.5334538,143.0303702,158.56180030000004,179.0496888,201.0598191
INDOFLOODS-gauge-1059-36,36.9039839,51.68311256,67.39077054,75.88973683,83.12568594,90.0530669,94.81835914,104.3821005,111.9512362,119.7462176
INDOFLOODS-gauge-1059-37,32.00094012,60.72661777,106.4253412,139.7550888,156.6423435,172.50890080000005,194.1482958,221.41381580000004,258.3177997,273.0969283
INDOFLOODS-gauge-1059-38,13.27042108,23.37387743,31.67211954,37.14345043,45.16759834,77.16853846,105.89421609999998,151.5929395,184.9226872,201.8099419
INDOFLOODS-gauge-1059-39,15.818964499999998,31.71396772,43.10127666,56.37169775,66.47515409,74.77339620000002,80.24472709,88.268875,120.2698151,148.9954928
INDOFLOODS-gauge-1059-40,23.69414082,32.94877079,44.13055599,62.9527752,82.15855090000002,97.97751540000002,113.8725186,125.25982759999998,138.5302486,148.633705
INDOFLOODS-gauge-1059-41,6.430491579,14.04278849,22.5641479,33.17888898,58.71727017,69.98486274,89.3487029,106.5636127,115.4027034,120.8054329
INDOFLOODS-gauge-1059-42,4.199132239,15.91807083,26.00130205,32.43179363,40.04409055,48.56544995,59.18019104,84.71857222,95.9861648,115.350005
INDOFLOODS-gauge-1059-43,5.825577904,9.365871466,13.565003699999998,25.28394229,35.36717352,41.7976651,49.40996201,57.93132142,68.5460625,94.08444369
INDOFLOODS-gauge-1059-44,15.05179911,26.32568748,42.30903629,57.12790374,66.91233206,79.32125332,84.11291184,89.86949427,97.90797967,102.2846224
INDOFLOODS-gauge-1059-45,46.05252936,65.53164018,72.46221779999998,80.10995187,92.78492139,103.3282098,118.38000890000002,129.6538973,145.6372461,160.4561135
INDOFLOODS-gauge-1059-46,14.24583488,30.82108404,41.77950833,54.60661847,89.69338076,146.0405613,163.1174541,209.1699835,228.6490943,235.5796719
INDOFLOODS-gauge-1059-47,22.85875364,41.7198581,56.01662495,62.92455138,68.57343258,73.58798591,76.10307638,79.63174572,84.47448926,92.7270734
INDOFLOODS-gauge-1059-48,7.100677195,18.01916133,21.1953385,25.91865942,29.03897092,32.66687645,44.30146878,67.16022242,86.02132687,100.3180937
INDOFLOODS-gauge-1059-49,19.93438183,34.54220321,41.6428804,52.56136453,55.73754171,60.46086262,63.58117413,67.20907965,78.84367198,101.7024256
INDOFLOODS-gauge-1059-50,13.72555706,25.58337114,34.70808343,47.16308049,68.88127332,92.4590663,112.5870741,129.2734772,149.207859,163.8156804
INDOFLOODS-gauge-1059-51,19.80555987,40.23397766,59.08504903,66.92136156,79.36308662,94.30449989,113.3891574,128.6682777,135.54755319999998,144.697769
INDOFLOODS-gauge-1059-52,27.73915876,39.05629595,58.86185582,79.29027361,98.14134498,105.9776575,118.4193826,133.36079579999998,152.4454533,167.7245737
INDOFLOODS-gauge-1059-53,27.97211159,46.79767316,68.56810961,96.30726837,107.6244056,127.4299654,147.8583832,166.7094546,174.54576709999995,186.9874922
INDOFLOODS-gauge-1059-54,22.95573184,30.45225126,38.55678207,53.19663775,79.23646086,98.03849922,126.0106108,144.8361724,166.60660880000003,194.3457676
INDOFLOODS-gauge-1059-55,15.90695214,57.64117197,90.8504228,121.136675,142.43240759999995,160.72061619999997,177.0146045,182.35317680000003,190.3312772,197.60299540000003
INDOFLOODS-gauge-1059-56,12.70037611,30.26800104,50.81178732,80.71124023,115.0416114,130.9485636,172.6827834,205.8920342,236.1782864,257.474019
INDOFLOODS-gauge-1059-57,24.16753054,37.00131577,45.58213687,58.28251298,75.85013791,96.39392419,126.2933771,160.6237483,176.5307004,218.26492030000003
INDOFLOODS-gauge-1059-58,42.40126048,67.8201118,94.31305191,117.7123744,129.0057117,137.444627,199.41037,232.4631337,242.8832762,251.3072972
INDOFLOODS-gauge-1059-59,31.84926543,65.77207455,81.37009679,105.14853390000002,146.8986669,182.7979194,211.340043,228.3536857,238.926859,260.5238146
INDOFLOODS-gauge-1059-60,36.5667003,61.08320081,69.43525153,88.32209351,98.97427998,113.9575554,128.1612693,138.0879975,142.1135169,158.05298019999995
INDOFLOODS-gauge-1059-61,17.32915698,67.41651275,124.2667648,160.83346509999996,185.3499657,193.7020164,212.5888584,223.24104480000003,238.2243202,252.4280342
INDOFLOODS-gauge-1059-62,68.83774739,127.2981565,153.77468100000004,171.103838,221.1911938,278.0414459,314.6081462,339.1246467,347.4766974,366.3635394
INDOFLOODS-gauge-1059-63,21.50038824,34.48058845,48.56065014,58.01965752,78.17730727,90.40898125,102.3118469,133.832252,161.9196383,177.6000354
INDOFLOODS-gauge-1059-64,12.89160526,22.53523257,27.41576852,38.75657953,48.36515047,58.71854561,73.64373940000002,81.48595908,89.64604421,127.6054022
INDOFLOODS-gauge-1059-65,46.92881369,112.2407745,176.7761967,213.6374381,233.0014996,245.5272216,263.3041858,285.7991152,318.5086917,350.88201539999994
INDOFLOODS-gauge-1059-66,20.17044712,60.50524925,92.56912961,124.2901819,193.6298926,209.9846606,224.22900840000003,247.2025538,278.2877846,311.4378394
INDOFLOODS-gauge-1059-67,25.27702688,52.61345712,67.65339841,74.89326877,82.67483383,87.55853186,93.01514463,107.4382402,119.4369181,129.8149243
INDOFLOODS-gauge-1059-68,17.60964719,34.06064249,53.2833343,78.56036119,105.8967914,120.9367327,128.1766031,135.9581681,140.84186619999997,146.29847890000005
INDOFLOODS-gauge-1059-69,12.41736836,37.02815212,76.82539667,98.31271623,115.9223634,132.3733587,151.5960505,176.8730774,204.2095077,219.24944900000003
INDOFLOODS-gauge-1059-70,6.615051532000001,16.90695856,39.00062561,46.81467181,58.11928871,74.30073131,95.64668049,133.18356070000002,145.6009291,170.21171280000004
INDOFLOODS-gauge-1059-71,24.17983761,49.6044753,77.90383218,90.89005066,97.50510219,107.7970092,129.8906763,137.7047225,149.00933940000004,165.190782
INDOFLOODS-gauge-1059-72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1059-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDOFLOODS-gauge-1074-1,7.553226615,17.15179152,50.87778149,64.67306405,86.23801205,99.26216481,141.1934789,191.5940103,220.3181774,229.0079554
INDOFLOODS-gauge-1076-1,0.037668306,0.099941735,0.267026341,1.814471133,8.501252212,9.651254916000001,9.751717535,9.97669544,17.11285448,48.96031363
INDOFLOODS-gauge-1076-2,11.09166631,12.3231254,13.41887755,19.00919533,19.85760235,19.97329253,20.04205494,20.1304766,20.14124142,21.73116134
INDOFLOODS-gauge-1076-3,13.66351355,39.95986907,53.41760679,59.42259126,68.69170416,71.81078969,78.52920229,92.02433551,113.0547953,124.1464616
INDOFLOODS-gauge-1076-4,24.74105017,41.65358408,66.60181714,92.9518827,106.6153962,132.9117518,146.3694895,152.374474,161.6435869,164.7626724
INDOFLOODS-gauge-1076-5,4.629716076,53.86778549,78.89880166,107.8941005,135.9707662,138.63085269999996,139.1707094,140.3247593,141.484104,142.7783455
INDOFLOODS-gauge-1076-6,13.96566556,17.50407586,24.05844809,34.80095517,39.43067124,88.66874066,113.6997568,142.69505569999995,170.77172130000002,173.43180790000005
INDOFLOODS-gauge-1076-7,15.48641598,39.27495626,51.91615249,65.88181805,69.42022835,75.97460058,86.71710766,91.34682373,140.5848931,165.6159093
INDOFLOODS-gauge-1076-8,5.200614745,5.215031804,5.346153279,5.4647440010000015,5.713035518,6.248476707000001,13.58710711,18.04900047,23.60639048,31.22345119
INDOFLOODS-gauge-1076-9,1.521128328,5.109162004,15.99651788,25.79611303,30.99672778,31.01114484,31.14226631,31.26085704,31.50914855,32.04458974
INDOFLOODS-gauge-1076-10,22.91744131,29.55130032,30.37460526,34.99958612,56.90898838,85.07857966,86.59970799,90.18774166,101.0750975,110.8746927
